epoch,train_loss,train_acc,val_loss,val_acc,lr
1,0.734034244150764,0.5050045495905369,0.6878038933060386,0.6436363636363637,0.0001
2,0.7199301817831503,0.5414012738853503,0.6757169914245605,0.64,0.0002
3,0.7068854111015417,0.5559599636032757,0.6707040320743214,0.6327272727272727,0.0003
4,0.6905102587700758,0.5614194722474978,0.7334021641991355,0.4072727272727273,0.0004
5,0.6875961996187829,0.5523202911737943,0.6654597718065435,0.6181818181818182,0.0005
6,0.7363865723709717,0.5277525022747953,0.6957283048196272,0.3890909090909091,0.0006
7,0.7238844497514053,0.535031847133758,0.6900167922540145,0.610909090909091,0.0007
8,0.7025464851819352,0.5304822565969063,0.6730056296695363,0.5018181818181818,0.0008
9,0.6824028402485557,0.5868971792538672,0.6693855755979364,0.6290909090909091,0.0009000000000000001
10,0.6806868359216025,0.5787079162875342,0.6600867407972162,0.5345454545454545,0.001
11,0.6824107340403965,0.5832575068243858,0.6630206975069913,0.5709090909090909,0.001
12,0.672266970828406,0.5887170154686078,0.6722636719183488,0.5563636363636364,0.0009996954135095479
13,0.6745720772552317,0.6005459508644222,0.6710218082774769,0.509090909090909,0.0009987820251299122
14,0.6799633071246854,0.5941765241128298,0.660957865931771,0.64,0.0009972609476841367
15,0.6746440454978526,0.5887170154686078,0.6856039242310957,0.5163636363636364,0.0009951340343707852
16,0.66680380232883,0.5914467697907189,0.685467699657787,0.43636363636363634,0.000992403876506104
17,0.6787896057060353,0.5723384895359418,0.673413446599787,0.6436363636363637,0.0009890738003669028
18,0.6838134872143219,0.554140127388535,0.6775262639739297,0.43636363636363634,0.0009851478631379982
19,0.6862449914461054,0.5759781619654231,0.6825096927989613,0.44727272727272727,0.0009806308479691594
20,0.6809517907163466,0.5859872611464968,0.8200803128155795,0.41454545454545455,0.0009755282581475768
21,0.6699753076082148,0.5768880800727935,0.7035313465378501,0.45454545454545453,0.0009698463103929542
22,0.6761494026171065,0.5978161965423112,0.8165756724097512,0.4,0.0009635919272833937
23,0.6856649308664566,0.5632393084622384,0.7237751282345165,0.3927272727272727,0.0009567727288213005
24,0.6918146337998575,0.5705186533212011,0.7487116280469027,0.3927272727272727,0.0009493970231495835
25,0.6830505003595049,0.5623293903548681,0.7151163120703263,0.4,0.0009414737964294635
