epoch,train_loss,train_acc,val_loss,val_acc,lr
1,0.7231281485418714,0.521383075523203,0.7037685793096369,0.610909090909091,0.0001
2,0.6963452900725131,0.5468607825295724,0.6905482769012451,0.4290909090909091,0.0002
3,0.6864263538450843,0.554140127388535,0.7358517490733754,0.6254545454545455,0.0003
4,0.6860418543694126,0.5878070973612375,0.6770167985829441,0.5890909090909091,0.0004
5,0.6856526376660896,0.5632393084622384,0.67104665517807,0.52,0.0005
6,0.6767888270365964,0.5841674249317561,0.7274720107425343,0.41454545454545455,0.0006
7,0.6743066993163216,0.5805277525022748,0.682220001003959,0.64,0.0007
8,0.6716535897337381,0.5723384895359418,0.6837230387600985,0.45454545454545453,0.0008
9,0.6633750263726961,0.6141947224749773,0.7055019976875999,0.6327272727272727,0.0009000000000000001
10,0.6766470208614929,0.5677888989990901,0.6884154031493447,0.4581818181818182,0.001
11,0.6909841621214959,0.6014558689717925,0.6833518158305775,0.44363636363636366,0.001
12,0.6733771277298376,0.5659690627843494,0.6689347312667153,0.6290909090909091,0.0009996954135095479
13,0.6535151696291915,0.6096451319381255,0.7032985752279108,0.6509090909090909,0.0009987820251299122
14,0.6578571110882468,0.5996360327570519,0.7025766225294633,0.5236363636363637,0.0009972609476841367
15,0.6412086378345715,0.6196542311191993,0.7427331647005948,0.5890909090909091,0.0009951340343707852
16,0.6559473815779994,0.6360327570518653,0.6496711332147772,0.6036363636363636,0.000992403876506104
17,0.6381677371247233,0.6278434940855323,0.7122769182378595,0.6181818181818182,0.0009890738003669028
18,0.6405437226941957,0.6360327570518653,0.6699063548174772,0.5745454545454546,0.0009851478631379982
19,0.6645965586476591,0.6060054595086443,0.7450271435217424,0.4109090909090909,0.0009806308479691594
20,0.6549377688719425,0.6032757051865332,0.6976168730042197,0.5963636363636363,0.0009755282581475768
21,0.6189738719760558,0.6560509554140127,0.7344912994991649,0.6363636363636364,0.0009698463103929542
22,0.6515461639776569,0.6223839854413102,0.6406777884743431,0.6763636363636364,0.0009635919272833937
23,0.6231573129155833,0.6496815286624203,0.6500874731757424,0.6472727272727272,0.0009567727288213005
24,0.6174676063605283,0.6496815286624203,0.6671644030917775,0.6545454545454545,0.0009493970231495835
25,0.628624244480376,0.6442220200181984,0.619578503261913,0.6763636363636364,0.0009414737964294635
26,0.6389811222828768,0.6360327570518653,0.6259951218691739,0.6654545454545454,0.0009330127018922195
27,0.6117548636136215,0.6633303002729755,0.6208896112442016,0.6545454545454545,0.0009240240480782129
28,0.6178542434952279,0.6624203821656051,0.6311692582477223,0.6072727272727273,0.0009145187862775209
29,0.6021816501083755,0.6760691537761602,0.6467274184660478,0.6036363636363636,0.0009045084971874737
30,0.6021563882606479,0.6624203821656051,0.636002064076337,0.6072727272727273,0.0008940053768033609
31,0.589468766658061,0.6815286624203821,0.646679852659052,0.6654545454545454,0.000883022221559489
32,0.5870206207986091,0.6906278434940856,0.6062848976525393,0.68,0.0008715724127386971
33,0.5725577496419287,0.6951774340309372,0.6692101964083584,0.6690909090909091,0.0008596699001693256
34,0.5925052085445619,0.6869881710646042,0.6133249772678722,0.6181818181818182,0.0008473291852294987
35,0.567381216272427,0.7142857142857143,0.6190424051068046,0.6690909090909091,0.0008345653031794292
36,0.5798775003756904,0.6969972702456779,0.6251413655281067,0.6509090909090909,0.0008213938048432696
37,0.5545284033255538,0.7142857142857143,0.6357369137894023,0.6727272727272727,0.0008078307376628291
38,0.5650229919379792,0.7088262056414922,0.6099081009084528,0.6945454545454546,0.0007938926261462366
39,0.5453309534461634,0.7306642402183804,0.6123318671096455,0.7090909090909091,0.0007795964517353734
40,0.5279922853067205,0.7443130118289354,0.6035525460676714,0.7018181818181818,0.0007649596321166025
41,0.5359719491362898,0.7042766151046406,0.6053649310632185,0.7090909090909091,0.00075
42,0.5284929211514987,0.740673339399454,0.612232657996091,0.6981818181818182,0.0007347357813929454
43,0.5297253509344461,0.72975432211101,0.6587335150892084,0.6581818181818182,0.0007191855733945387
44,0.5654341814136158,0.7097361237488626,0.6416937678510493,0.6981818181818182,0.0007033683215379002
45,0.5399311966956801,0.7206551410373067,0.654565545537255,0.68,0.0006873032967079561
46,0.5076682064292428,0.7470427661510464,0.6528233177011663,0.6981818181818182,0.0006710100716628344
47,0.5082066400795225,0.7434030937215651,0.6555448607964949,0.7090909090909091,0.0006545084971874737
48,0.5343540400890354,0.7224749772520473,0.65960784424435,0.6690909090909091,0.0006378186779084996
49,0.5006686517929793,0.7452229299363057,0.6323312610929662,0.7090909090909091,0.0006209609477998338
50,0.5047558480983869,0.7515923566878981,0.7446645540540868,0.68,0.0006039558454088796
51,0.4993128006137209,0.7616014558689718,0.6485890144651586,0.730909090909091,0.0005868240888334653
52,0.4598091480078971,0.7670609645131938,0.6614783876592463,0.7127272727272728,0.0005695865504800327
53,0.4508454394514068,0.7770700636942676,0.8179716122150421,0.7090909090909091,0.0005522642316338268
54,0.4548968604144668,0.7816196542311192,0.6994851637970317,0.6872727272727273,0.0005348782368720626
55,0.4537517071529559,0.7852593266606005,0.692557410326871,0.6618181818181819,0.0005174497483512506
